time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.572768,-0.0526,-0.0604,0.1526,0.172
6.587621,-0.0434,-0.0844,0.1230,0.155
6.599810,-0.0387,-0.0706,0.0560,0.098
6.616822,-0.0198,-0.0796,0.1041,0.133
6.630633,-0.0103,-0.0987,0.0569,0.114
6.644212,-0.0339,-0.0467,0.0577,0.082
6.660231,-0.0431,0.0335,-0.0429,0.070
6.673730,-0.0672,0.0527,-0.0487,0.098
6.689409,-0.0731,0.0108,0.1108,0.133
6.701080,-0.0159,-0.0263,0.1982,0.201
6.716507,0.0134,0.0066,0.0998,0.101
6.730280,-0.0113,0.0491,0.0932,0.106
6.746316,-0.0299,0.0491,0.0685,0.089
6.758472,-0.0538,0.0245,-0.0290,0.066
6.776806,-0.0589,-0.0084,0.0109,0.061
6.790581,-0.0354,-0.0276,0.0351,0.057
6.805405,0.0026,-0.0461,0.0792,0.092
6.820937,-0.0024,-0.0742,0.0992,0.124
6.833935,0.0068,-0.0599,0.0956,0.113
6.847375,0.0017,-0.0270,0.1067,0.110
6.862063,-0.0035,0.0161,0.1038,0.105
6.874926,-0.0230,0.0209,0.0781,0.084
6.891565,0.0244,0.0024,0.1156,0.118
6.907000,0.0527,0.0251,-0.0344,0.068
6.919500,-0.0289,0.0102,-0.0463,0.056
6.933729,-0.0484,-0.0222,0.0746,0.092
6.953056,0.0228,-0.0503,0.1300,0.141
6.964981,0.0416,-0.0168,0.1144,0.123
6.977421,0.0273,-0.0216,0.1039,0.110
6.994604,-0.0108,0.0066,0.0505,0.052
7.006914,-0.0298,-0.0042,-0.0500,0.058
7.022535,-0.0249,-0.0042,-0.0610,0.066
7.036455,-0.0106,-0.0461,0.0230,0.053
7.052247,0.0182,-0.0502,0.1207,0.132
7.066068,0.0225,-0.0209,0.2048,0.207
7.078730,0.0180,-0.0071,0.1368,0.138
7.095126,-0.0002,-0.0173,0.0747,0.077
7.108826,-0.0043,-0.0131,-0.0256,0.029
7.122969,0.0011,-0.0323,-0.0223,0.039
7.138363,0.0113,-0.0460,0.0136,0.049
7.154676,-0.0074,-0.0316,0.0335,0.047
7.167682,-0.0165,-0.0172,0.0157,0.029
7.182630,0.0122,-0.0412,-0.0020,0.043
7.196119,0.0216,-0.0316,0.0032,0.038
7.209759,0.0162,-0.0076,0.0591,0.062
7.224733,0.0007,0.0026,0.0956,0.096
7.238394,-0.0092,0.0123,0.1365,0.137
7.255305,0.0049,0.0123,0.1203,0.121
7.269393,0.0093,0.0076,0.0664,0.067
7.284523,-0.0001,-0.0163,0.0412,0.044
7.297088,0.0324,-0.0306,0.0214,0.049
7.312823,0.0600,-0.0072,-0.0288,0.067
7.331089,0.0157,-0.0017,0.0155,0.022
7.341145,-0.0052,-0.0489,0.1174,0.127
7.355108,-0.0060,-0.0769,0.1773,0.193
7.371632,0.0267,-0.0152,0.0944,0.099
7.385532,0.0207,0.0555,-0.0408,0.072
7.398895,-0.0094,0.0268,-0.0197,0.035
7.416137,-0.0440,0.0270,-0.0047,0.052
7.431273,-0.0115,0.0182,0.0247,0.033
7.442356,0.0114,0.0093,0.1075,0.108
7.457605,0.0054,-0.0139,0.1380,0.139
7.472089,0.0041,-0.0425,0.0934,0.103
7.488184,0.0077,-0.0190,0.0495,0.054
7.502954,-0.0076,-0.0141,0.0581,0.060
7.515538,-0.0176,-0.0236,0.0624,0.069
7.530310,-0.0082,-0.0469,0.0681,0.083
7.545197,-0.0225,-0.0330,0.0128,0.042
7.557953,-0.0034,-0.0138,0.0287,0.032
7.575117,0.0013,0.0006,0.0689,0.069
7.589296,-0.0083,0.0006,0.0621,0.063
7.602898,0.0254,-0.0089,0.0431,0.051
7.619304,0.0162,-0.0329,0.0292,0.047
7.632477,-0.0502,-0.0287,-0.0376,0.069
7.652723,-0.0496,-0.0191,-0.0515,0.074
7.662157,0.0224,-0.0233,0.0394,0.051
7.673788,0.0369,-0.0131,0.0585,0.070
7.690496,0.0467,-0.0131,0.0826,0.096
7.705848,0.0089,0.0012,0.0734,0.074
7.718071,0.0094,0.0054,0.0415,0.043
7.733826,-0.0091,0.0143,-0.0188,0.025
7.750248,-0.0087,-0.0049,-0.0556,0.056
7.763890,-0.0409,-0.0480,-0.0488,0.080
7.777484,-0.0217,-0.0618,0.0103,0.066
7.794627,-0.0062,-0.0564,0.0655,0.087
7.805030,0.0090,-0.0469,0.0780,0.091
7.822379,0.0195,-0.0189,0.0524,0.059
7.838199,0.0253,0.0003,0.0695,0.074
7.850092,0.0309,0.0050,0.0869,0.092
7.865132,0.0033,-0.0142,0.0523,0.054
7.877753,-0.0193,0.0043,-0.0069,0.021
7.893656,-0.0039,-0.0101,0.0056,0.012
