time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.509361,0.1844,-3.2073,0.6232,3.273
5.522686,0.3000,-3.1539,0.3911,3.192
5.537784,0.3881,-3.2247,-0.0472,3.248
5.554389,0.9188,-3.0287,-0.1392,3.168
5.568294,1.1235,-1.9921,-0.5803,2.360
5.583241,0.6599,-0.9517,-1.7473,2.096
5.599565,0.4180,0.0906,-2.1909,2.232
5.616038,-0.6234,1.2446,-2.2834,2.674
5.627866,-0.9731,2.8857,-2.6921,4.065
5.639828,-0.5387,4.7396,-2.0822,5.205
5.654206,0.3597,5.9076,-0.6129,5.950
5.669883,1.0249,6.7448,0.8186,6.871
5.683527,0.4932,6.7089,1.2660,6.845
5.696646,-0.0421,6.5363,0.4435,6.551
5.712123,-0.1631,5.9812,-0.5436,6.008
5.729227,0.1762,4.8636,-0.9855,4.966
5.743842,0.8253,3.6162,-0.8970,3.816
5.756874,1.1166,2.5566,-0.3738,2.815
5.771463,1.0223,1.7038,0.4165,2.030
5.788369,0.7624,0.9248,0.9181,1.510
5.802692,0.4762,0.2043,0.8043,0.957
5.813053,0.4757,-0.4151,0.6300,0.892
5.829099,0.9322,-1.0814,0.4717,1.504
5.843639,1.2388,-1.6145,0.2982,2.057
5.856389,1.2548,-2.1520,0.3245,2.512
5.873443,1.1308,-2.6244,0.1894,2.864
5.888763,0.9791,-3.0198,0.2823,3.187
5.900780,0.9849,-3.4423,0.6530,3.639
5.921196,1.1373,-3.7592,1.3228,4.144
5.931627,1.1088,-3.7249,1.8328,4.297
5.945583,1.0430,-3.4019,1.4081,3.827
5.960106,1.0058,-3.0668,0.5944,3.282
5.973618,0.9401,-2.9015,-0.1154,3.052
5.988979,0.9315,-2.8886,-0.2269,3.044
6.004828,0.9700,-3.1265,-0.1431,3.277
6.016873,1.0764,-3.3231,0.2059,3.499
6.032946,1.1702,-2.9038,-0.0591,3.131
6.048419,0.8212,-2.6691,-0.6300,2.863
6.063186,0.2137,-2.6896,-0.8135,2.818
6.077624,0.0898,-2.2207,-1.4760,2.668
6.095413,0.2671,-1.2706,-2.2016,2.556
6.107949,-0.4103,-0.0192,-2.6211,2.653
6.120029,-2.4864,1.1524,-1.6246,3.186
6.134464,-1.7988,3.1918,-1.7748,4.071
6.149703,-0.7906,5.3246,-1.7033,5.646
6.164185,0.8645,6.5265,-0.6837,6.619
6.175684,1.2490,6.5165,-0.4895,6.653
6.195858,0.1816,5.6588,-1.5570,5.872
6.205732,-0.6753,4.6732,-1.2093,4.874
6.220141,-0.6337,4.0940,0.2052,4.148
6.240663,-0.4845,3.8998,0.8009,4.011
6.251827,-0.4559,3.4369,0.4551,3.497
6.265945,-0.3219,2.8659,0.2442,2.894
6.279698,-0.0140,2.2541,0.3021,2.274
6.293482,0.1644,1.7622,0.4293,1.821
6.307567,0.4241,1.3214,0.4065,1.446
6.323190,0.8166,0.8832,0.5861,1.338
6.337145,0.9773,0.2848,0.4246,1.103
6.353278,0.8645,-0.2880,-0.0070,0.911
