time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.235979,0.3588,-0.8567,-0.6045,1.108
5.251402,0.0961,-1.0853,0.3403,1.141
5.263820,0.1330,-1.5282,0.5695,1.636
5.277623,0.3202,-1.9534,0.5439,2.053
5.294012,0.3289,-2.2115,0.5273,2.297
5.312000,0.2430,-2.4485,0.1061,2.463
5.321404,0.0152,-2.6554,-0.0760,2.657
5.338191,0.0741,-2.8544,0.0133,2.855
5.353132,0.0269,-2.9568,0.2307,2.966
5.365412,0.0832,-2.9364,0.7011,3.020
5.380938,0.3112,-2.7495,0.8385,2.891
5.397285,0.2521,-2.4921,0.6785,2.595
5.408232,0.3389,-2.4523,0.6759,2.566
5.423997,0.2140,-2.1836,1.2962,2.548
5.438878,0.0715,-1.9826,1.7056,2.616
5.454577,-0.2544,-1.5851,1.4377,2.155
5.468270,-0.3732,-1.1676,1.0910,1.641
5.480867,-0.2255,-0.5940,1.1788,1.339
5.497495,-0.2128,-0.2760,0.8267,0.897
5.509805,-0.3620,0.2258,0.9301,1.023
5.524781,-0.3720,0.9306,1.2206,1.579
5.540646,-0.6380,1.6362,0.8428,1.948
5.556276,-0.9077,2.1919,0.4134,2.408
5.570195,-0.7025,2.7894,0.1905,2.883
5.586494,-0.6107,3.4100,0.1503,3.467
5.597576,-0.6425,3.5957,0.9797,3.782
5.613325,-0.5800,3.5617,1.7479,4.010
5.627350,-0.3117,3.6422,2.1020,4.217
5.640085,-0.0634,3.6620,1.9093,4.130
5.656086,-0.1804,3.6060,0.6448,3.668
5.671572,-0.5717,3.3061,-1.2426,3.578
5.684909,0.1018,2.4178,-3.6338,4.366
5.701116,1.3961,0.9743,-4.6757,4.976
5.720457,1.7093,-0.8851,-3.6750,4.149
5.729336,0.6599,-1.2134,-2.3085,2.690
5.744137,0.0104,-0.3736,-1.9421,1.978
5.757356,0.1240,1.5260,-2.3188,2.779
5.773315,0.6386,1.9413,-1.0914,2.317
5.789033,0.2127,1.2483,0.6727,1.434
5.802087,-0.2453,0.7160,0.8153,1.112
5.818564,-0.7760,0.1805,0.1199,0.806
5.831771,-0.6926,-0.2934,-0.3200,0.817
5.844960,-0.0051,-0.6119,-0.1024,0.620
5.858586,0.8667,-0.8554,-0.1502,1.227
5.873205,1.6451,-1.3180,-0.2428,2.122
5.889328,1.3048,-1.9528,0.1686,2.355
5.905839,0.8319,-2.6701,0.5590,2.852
5.921124,0.5555,-3.0775,0.6637,3.197
5.933349,0.6327,-3.3549,0.6689,3.479
5.947845,0.6669,-3.6361,0.7424,3.771
5.961346,0.6855,-3.7472,0.5986,3.856
5.974771,0.5839,-3.7145,0.5500,3.800
5.990325,0.5444,-3.6808,0.6378,3.775
6.004845,0.4819,-3.5236,0.5115,3.593
6.022098,0.3453,-3.1522,0.3879,3.195
6.034591,0.3326,-2.6097,0.2363,2.641
6.050740,0.4801,-2.0900,0.3675,2.176
6.062543,0.7417,-1.6260,0.6657,1.907
6.076596,0.8763,-1.0759,0.3979,1.444
6.092324,0.7511,-0.0869,1.0224,1.272
6.121748,0.7939,0.7558,1.1538,1.591
6.122730,0.6568,1.5566,0.9518,1.939
6.135883,0.3377,2.3030,0.6825,2.426
6.152145,0.1767,2.9814,0.5224,3.032
6.163723,0.1529,3.4560,0.3548,3.478
6.178512,0.0317,3.5841,0.9145,3.699
6.194333,-0.0212,3.7024,1.9883,4.203
6.214075,-0.0546,3.8786,2.5645,4.650
6.227517,0.0142,3.9435,1.6706,4.283
6.238608,-0.0705,4.3400,0.4647,4.365
6.253115,0.0414,4.6143,-0.9887,4.719
6.265889,-0.6902,4.3298,-3.4056,5.552
6.280299,-1.4865,3.5614,-4.9075,6.243
6.295013,-2.2699,2.3132,-3.9002,5.071
6.313911,-2.1372,0.7304,-2.4255,3.314
6.326277,-1.2525,-0.3812,-0.9596,1.623
6.340407,-0.6951,-0.5502,-0.4502,0.994
6.356178,0.0200,0.6370,-0.9395,1.135
6.370017,-0.1209,1.5049,-2.5331,2.949
6.384189,-0.5133,1.6745,-3.4715,3.888
6.397851,-0.1056,1.0789,-2.8864,3.083
6.412386,0.5928,0.0690,-1.1881,1.330
6.426955,0.8620,-0.7195,0.3759,1.184
6.439350,0.8203,-1.2784,0.9841,1.810
6.456076,0.3771,-1.8207,0.9924,2.108
6.472286,0.3812,-2.3898,0.7504,2.534
6.482672,0.3082,-3.0317,0.1339,3.050
6.499466,0.5218,-3.5617,-0.3796,3.620
6.517110,0.5033,-4.0459,-0.2896,4.087
6.528278,0.5315,-4.4365,0.2198,4.474
6.542292,0.2856,-4.6318,0.6897,4.692
6.556745,-0.1118,-4.7329,0.7551,4.794
6.573557,-0.2861,-4.6172,0.9116,4.715
6.587592,-0.3534,-4.1766,1.1823,4.355
6.602418,-0.5395,-3.7280,1.1623,3.942
6.617002,-0.5877,-3.2061,0.8077,3.358
6.630728,-0.5885,-2.7314,0.6953,2.879
6.643668,-0.6278,-2.2204,1.2020,2.602
6.657708,-0.7851,-1.6358,1.4459,2.320
6.673991,-0.8942,-0.9860,1.2513,1.827
6.687413,-1.1244,-0.3101,0.7693,1.397
6.704077,-1.0877,0.1837,1.0047,1.492
6.717069,-0.8783,0.6582,1.3246,1.720
6.731911,-0.8200,1.2270,1.5921,2.171
6.747487,-0.8804,1.7876,1.4462,2.462
6.760586,-0.9973,2.1884,1.1085,2.648
6.775023,-1.0661,2.4508,0.8358,2.800
6.789677,-0.9043,2.6266,0.6261,2.848
6.803895,-0.6666,2.8885,0.6827,3.042
6.820538,-0.3841,3.1715,1.0600,3.366
6.833656,-0.5086,3.4470,1.1661,3.674
6.850261,-0.5258,3.6909,1.1887,3.913
6.862371,-0.5319,3.9528,0.7571,4.060
6.875655,-0.5262,4.2912,0.0801,4.324
6.892537,-0.7259,4.3772,-0.6339,4.482
6.905278,-0.7579,4.0643,-1.4358,4.377
6.922453,0.0173,2.8272,-2.4532,3.743
6.935833,0.5820,1.1504,-2.3763,2.703
6.951123,0.1292,-0.3723,-1.8899,1.931
6.962137,-0.5042,-1.0184,-2.2572,2.527
6.977466,-0.1166,-0.6749,-2.8899,2.970
6.992232,0.4074,-0.0687,-1.9169,1.961
7.012276,0.6089,0.4691,-0.4222,0.877
7.024494,0.6011,0.8924,-0.0811,1.079
7.036323,0.4498,0.5859,0.2425,0.777
7.051332,0.4977,-0.0465,-0.0770,0.506
7.066408,0.7369,-0.6704,-0.2067,1.017
7.079123,0.9370,-0.9982,-0.4553,1.443
7.096066,1.2410,-1.0927,-0.7552,1.818
7.113170,1.0799,-1.2800,-0.9722,1.936
7.126566,0.9441,-1.3979,-0.6476,1.807
7.138683,0.8508,-1.8216,-0.1928,2.020
7.154105,0.6458,-2.1550,0.1919,2.258
7.168005,0.6925,-2.4845,0.2939,2.596
7.182448,0.6934,-2.7028,0.3384,2.811
7.197486,0.6025,-2.7437,0.4125,2.839
7.217294,0.4807,-2.6803,0.2184,2.732
7.230202,0.2709,-2.6485,0.3556,2.686
7.239877,0.0071,-2.5576,0.6438,2.637
7.256814,-0.1293,-2.3980,0.3019,2.420
7.269326,-0.1692,-2.2127,0.1168,2.222
7.281951,-0.1763,-2.0955,0.4235,2.145
7.299296,-0.2204,-1.9730,0.8498,2.160
7.314577,-0.3670,-1.6512,1.0852,2.010
7.329511,-0.4088,-1.1932,0.7912,1.489
7.340569,-0.3499,-0.6223,0.7407,1.029
7.356661,-0.3384,0.0213,0.8137,0.882
7.371380,-0.2535,0.6783,0.5597,0.915
7.385973,-0.1490,1.2066,0.5171,1.321
7.398640,-0.0099,1.6691,0.9452,1.918
7.413855,0.1585,2.2638,1.7102,2.842
7.429320,0.2687,2.9578,2.0472,3.607
7.441161,0.5332,3.4172,1.7002,3.854
7.457048,0.5117,3.6747,1.5227,4.010
7.473563,0.0385,3.3883,1.6742,3.779
7.487643,0.0236,2.8849,1.1402,3.102
7.501447,0.4735,2.4455,0.1996,2.499
7.517214,0.0706,2.0460,-0.8835,2.230
7.532806,-0.4447,1.5284,-2.2232,2.734
7.545724,-1.2133,1.0614,-2.9971,3.403
7.558261,-1.6164,0.3919,-2.9326,3.371
7.574404,-1.4417,-0.3025,-1.9834,2.471
7.589298,-0.3826,-0.3896,-0.0410,0.548
7.601367,0.4497,0.2729,0.4788,0.711
7.619622,0.6475,1.2669,-0.9943,1.736
7.632625,0.8253,2.1449,-2.1040,3.116
7.648271,1.0192,2.4756,-2.0519,3.373
7.661156,0.7865,1.6820,-1.8888,2.649
7.674350,-0.3846,1.1713,-1.5380,1.971
7.690461,-1.1297,0.5887,-0.6387,1.425
7.706114,-1.0995,-0.0949,0.4004,1.174
7.719833,-0.8670,-0.6050,0.7321,1.286
7.733917,-0.3762,-0.9737,0.3945,1.116
7.750119,-0.1112,-1.4039,0.0027,1.408
7.761770,-0.0416,-1.9378,-0.2136,1.950
7.777620,0.1476,-2.4600,-0.1889,2.472
7.794467,0.2922,-3.0235,0.0025,3.038
7.813706,0.3432,-3.4273,0.4755,3.477
7.827576,0.3850,-3.5839,0.6767,3.668
7.834708,0.3343,-3.6872,0.8527,3.799
7.850181,0.2927,-3.6700,1.0258,3.822
7.864594,0.4470,-3.4869,0.9012,3.629
7.878628,0.7355,-3.0102,0.8429,3.211
7.895769,0.8651,-2.5481,0.8724,2.829
7.913201,0.7002,-1.9119,0.6182,2.128
